;date;age;job;relation;education;defaut;balance;pret_immo;pret_perso;contact;duree_contact;nb_contact;nb_j_dernier_contact;nb_contact_derniere_campagne;resultat_derniere_campagne;statut
28011;2009-01-28;50;Manager  ;Marié;Primaire;No;1458;No;No;Portable;0;1;-1;0;;Absent
28012;2009-01-28;53;Col bleu;Célibataire;Secondaire;No;5715;No;No;Portable;287;2;-1;0;;Refus
28013;2009-01-28;44;Employé de ménage;Marié;Secondaire;No;122;No;No;Portable;68;2;-1;0;;Refus
28014;2009-01-28;57;Services;Divorcé;Primaire;No;818;No;No;Portable;0;1;-1;0;;Absent
28015;2009-01-28;42;Technicien;Marié;Secondaire;No;799;No;No;Portable;0;1;181;6;Echec;Absent
28016;2009-01-28;30;Services;Célibataire;Secondaire;No;117;No;No;Portable;135;1;-1;0;;Refus
28017;2009-01-28;42;Services;Divorcé;Secondaire;No;466;No;No;Portable;48;1;-1;0;;Refus
28018;2009-01-28;55;Col bleu;Divorcé;Primaire;No;962;No;Yes;Fixe;88;2;-1;0;;Refus
28019;2009-01-28;26;Services;Célibataire;Secondaire;No;1095;No;No;Portable;410;2;-1;0;;Refus
28020;2009-01-28;45;Technicien   ;Marié;Secondaire;No;297;No;No;Portable;210;2;-1;0;;Refus
28021;2009-01-28;52;Retraité;Marié;Secondaire;No;414;No;No;Portable;207;3;-1;0;;Suppression
28022;2009-01-28;39;Manager;Divorcé;Tertiaire;No;6;Yes;No;Portable;0;2;-1;0;;Absent
28023;2009-01-28;44;Services;Marié;Secondaire;No;237;Yes;No;Portable;212;2;-1;0;;Refus
28024;2009-01-28;123;Technicien;;Tertiaire;No;-528;No;;Portable;290;2;184;2;Echec;Refus
28025;2009-01-28;42;Indépendant;Marié;Secondaire;No;399;No;No;Portable;296;2;-1;0;;Refus
28026;2009-01-28;26;Col bleu;Célibataire;Secondaire;No;0;Yes;No;Portable;0;2;258;2;Echec;Absent
28027;2009-01-28;28;Technicien;Célibataire;Tertiaire;No;102;No;No;Portable;0;2;-1;0;;Absent
28028;2009-01-28;30;Col bleu;Marié;Secondaire;No;6;Yes;No;Portable;241;3;-1;0;;Refus
28029;2009-01-28;48;Manager;Divorcé;Secondaire;No;769;No;Yes;Portable;0;2;184;15;Autre;Absent
28030;2009-01-28;55;Chomeur   ;Marié;Primaire;No;8585;No;No;Fixe;0;2;-1;0;;Absent
28031;2009-01-28;41;Technicien;Marié;Secondaire;No;0;No;No;Portable;0;2;156;8;Autre;Absent
28032;2009-01-28;55;Manager;Marié;;No;559;No;No;Portable;271;2;-1;0;;Refus
28033;2009-01-28;42;Indépendant;Célibataire;Secondaire;No;429;No;No;Portable;0;2;-1;0;;Absent
28034;2009-01-28;52;Manager;Marié;Tertiaire;No;1392;No;No;Portable;1121;2;205;3;Echec;Refus
28035;2009-01-28;45;Col bleu;Marié;Primaire;No;103;No;No;Portable;64;3;-1;0;;Refus
28036;2009-01-28;42;Technicien;Divorcé;Tertiaire;No;802;No;No;Fixe;119;2;-1;0;;Refus
28037;2009-01-28;42;Technicien;Marié;Tertiaire;No;0;No;No;Portable;942;2;-1;0;;Refus
28038;2009-01-28;123;Manager;Marié;Tertiaire;No;54;No;No;Portable;873;3;-1;0;;Refus
28039;2009-01-28;27;Col bleu;Célibataire;Primaire;No;140;No;No;Fixe;0;2;-1;0;;Absent
28040;2009-01-28;43;Technicien;Marié;Tertiaire;No;1796;No;No;Portable;352;2;-1;0;;Refus
28041;2009-01-28;45;Manager;Marié;Secondaire;No;672;Yes;No;Fixe;227;3;187;1;Autre;Refus
28042;2009-01-28;27;Etudiant;Célibataire;Tertiaire;No;1013;No;No;Portable;0;3;-1;0;;Absent
28043;2009-01-28;27;Etudiant;Célibataire;Secondaire;No;760;No;No;Portable;177;2;-1;0;;Suppression
28044;2009-01-28;44;Technicien;Marié;Secondaire;No;-199;No;No;Portable;692;2;247;3;Echec;Refus
28045;2009-01-28;32;Indépendant;Marié;Tertiaire;No;1918;No;No;Portable;128;2;-1;0;;Refus
28046;2009-01-28;26;Etudiant;Célibataire;;No;2020;No;No;Fixe;42;3;-1;0;;Refus
28047;2009-01-28;49;Services;Marié;Secondaire;No;-507;No;No;Fixe;148;2;-1;0;;Suppression
28048;2009-01-28;50;Technicien;Marié;Secondaire;No;-70;Yes;Yes;Portable;0;2;191;1;Echec;Absent
28049;2009-01-28;54;Manager;Divorcé;Tertiaire;No;1288;No;No;Portable;515;3;-1;0;;Suppression
28050;2009-01-28;45;Services;Marié;Secondaire;No;-33;No;No;Portable;0;3;-1;0;;Absent
28051;2009-01-28;28;Etudiant;Célibataire;;No;78;No;No;Portable;554;2;-1;0;;Refus
28052;2009-01-28;46;Col bleu;Marié;Primaire;No;1227;No;No;Fixe;157;3;-1;0;;Refus
28053;2009-01-28;51;Chomeur;Divorcé;Primaire;No;2244;No;No;Fixe;360;2;-1;0;;Suppression
28054;2009-01-28;59;Retraité;Divorcé;Secondaire;No;208;No;Yes;Portable;503;2;-1;0;;Refus
28055;2009-01-28;35;Technicien;Célibataire;;No;0;No;No;Portable;0;2;-1;0;;Absent
28056;2009-01-28;33;Admin;Marié;;No;664;No;No;Portable;294;3;-1;0;;Refus
28057;2009-01-28;39;Manager;Marié;Secondaire;No;0;No;No;Portable;224;2;-1;0;;Refus
28058;2009-01-28;30;Admin;Marié;Secondaire;No;358;No;No;Portable;0;2;-1;0;;Absent
28059;2009-01-28;53;Manager;Marié;Tertiaire;No;811;No;No;Portable;0;3;-1;0;;Absent
28060;2009-01-28;34;Services;Célibataire;Tertiaire;No;239;No;No;Portable;0;2;-1;0;;Absent
28061;2009-01-28;42;Col bleu;Célibataire;Secondaire;No;583;No;No;Portable;567;3;-1;0;;Refus
28062;2009-01-28;40;Col bleu;Célibataire;Primaire;No;366;Yes;Yes;Portable;0;2;205;1;Echec;Absent
28063;2009-01-28;47;Technicien;Marié;Secondaire;No;644;No;No;Fixe;54;3;160;13;Echec;Refus
28064;2009-01-28;37;Technicien;Divorcé;Secondaire;No;51;No;Yes;Portable;2150;2;-1;0;;Refus
28065;2009-01-28;55;Col bleu;Marié;Primaire;No;1470;No;No;Fixe;0;2;-1;0;;Absent
28066;2009-01-28;26;Chomeur;Célibataire;Secondaire   ;No;622;No;No;Portable;1451;2;-1;0;;Souscrit
28067;2009-01-28;27;Etudiant;Célibataire;Secondaire;No;585;No;No;Portable;0;3;-1;0;;Absent
28068;2009-01-28;54;Employé de ménage;Marié;Secondaire;No;922;No;No;Fixe;123;2;-1;0;;Refus
28069;2009-01-28;59;Retraité;Marié;Secondaire;No;4457;No;No;Portable;0;2;-1;0;;Absent
28070;2009-01-28;37;Manager;Célibataire;Tertiaire;No;37;No;No;Portable;0;2;-1;0;;Absent
28071;2009-01-28;47;Manager;Marié;;No;1128;No;No;Portable;65;2;-1;0;;Refus
28072;2009-01-28;31;Manager;Célibataire;Tertiaire;No;308;Yes;Yes;Portable;0;2;268;2;Autre;Absent
28073;2009-01-28;44;Manager;Marié;Tertiaire;No;0;No;No;Portable;320;2;-1;0;;Refus
28074;2009-01-28;32;Manager;Célibataire;Tertiaire;No;1218;Yes;No;Fixe;0;2;-1;0;;Absent
28075;2009-01-28;53;;Marié;;No;549;No;No;Fixe;0;2;-1;0;;Absent
28076;2009-01-28;123;Technicien;;Secondaire;No;24;Yes;;Portable;79;4;-1;0;;Refus
28077;2009-01-28;53;Employé de ménage;Marié;Secondaire;No;637;No;No;Portable;150;2;-1;0;;Refus
28078;2009-01-28;39;Technicien;Marié;Tertiaire;No;14;No;No;Portable;114;2;-1;0;;Refus
28079;2009-01-28;33;Admin;Divorcé;Secondaire;No;1;No;No;Portable;119;2;-1;0;;Refus
28080;2009-01-28;49;Technicien;Célibataire;;No;350;No;No;Portable;91;3;-1;0;;Refus
28081;2009-01-28;28;Manager;Célibataire;Tertiaire;No;95;No;No;Fixe;0;4;-1;0;;Absent
28082;2009-01-28;53;Technicien;Marié;Primaire;No;311;No;No;Fixe;82;3;-1;0;;Refus
28083;2009-01-28;35;Admin;Divorcé;Secondaire;No;1803;No;No;Portable;0;2;-1;0;;Absent
28084;2009-01-28;30;Manager;Marié;Tertiaire  ;No;1235;No;No;Portable;0;2;-1;0;;Absent
28085;2009-01-28;46;Admin;Marié;Secondaire;No;1264;No;No;Fixe;100;2;-1;0;;En Attente
28086;2009-01-28;54;Admin;Marié;;No;-24;No;No;Fixe;0;2;-1;0;;Absent
28087;2009-01-28;54;Col bleu;Marié;;No;310;Yes;No;Fixe;0;4;258;3;Autre;Absent
28088;2009-01-28;29;Services   ;Marié;Secondaire;No;317;No;No;Portable;229;2;-1;0;;Refus
28089;2009-01-28;51;Admin;Marié;Secondaire;No;2662;No;No;Fixe;148;2;-1;0;;Suppression
28090;2009-01-28;28;Manager;Célibataire;Tertiaire;No;20;No;No;Portable;144;2;-1;0;;Refus
28091;2009-01-28;28;Manager;Célibataire;Tertiaire;No;78;No;No;Portable;0;2;-1;0;;Absent
28092;2009-01-28;48;Manager   ;Marié;;No;375;No;No;Portable;0;3;-1;0;;Absent
28093;2009-01-28;26;Technicien;Célibataire;Tertiaire  ;No;4130;No;No;Portable;104;2;-1;0;;Suppression
28094;2009-01-28;35;Technicien;Marié;Secondaire;No;2;No;No;Fixe;653;3;-1;0;;Refus
28095;2009-01-28;31;Services;Célibataire;Secondaire;No;1709;No;Yes;Fixe;944;3;-1;0;;Souscrit
28096;2009-01-28;32;Admin;Célibataire;Secondaire;No;197;No;No;Portable;0;3;-1;0;;Absent
28097;2009-01-28;31;Services;Célibataire;;Yes;-10;No;No;Portable;134;2;-1;0;;Refus
28098;2009-01-28;51;Admin;Célibataire;Tertiaire ;No;394;No;No;Fixe;968;2;-1;0;;Souscrit
28099;2009-01-28;29;Services;Marié;Secondaire;No;376;No;Yes;Fixe;0;3;183;4;Echec;Absent
28100;2009-01-28;53;Indépendant;Divorcé;Tertiaire;No;8;No;No;Portable;0;3;-1;0;;Absent
28101;2009-01-28;35;Admin;Marié;Secondaire;No;-257;No;No;Portable;117;3;-1;0;;Refus
28102;2009-01-28;46;Technicien;Célibataire;;No;578;No;No;Portable;404;3;-1;0;;Refus
28103;2009-01-28;30;Technicien;Célibataire;Secondaire;No;800;No;No;Fixe;60;2;-1;0;;Suppression
28104;2009-01-28;40;Admin;Divorcé;Secondaire;No;399;No;No;Portable;246;2;-1;0;;Suppression
28105;2009-01-28;45;Col bleu;Marié;Secondaire;No;-96;No;No;Portable;517;2;-1;0;;Refus
28106;2009-01-28;51;Technicien;Marié;;No;413;Yes;No;Fixe;0;2;254;2;Echec;Absent
28107;2009-01-28;55;Chomeur;Marié;Secondaire;No;1161;Yes;No;Portable;0;2;-1;0;;Absent
28108;2009-01-28;33;Manager;Célibataire;Tertiaire;No;3770;No;No;Portable;0;2;-1;0;;Absent
28109;2009-01-28;47;Admin;Divorcé;Secondaire;No;95;Yes;Yes;Fixe;0;3;-1;0;;Absent
28110;2009-01-28;29;Chomeur;Célibataire;;No;67;No;No;Portable;0;2;-1;0;;Absent
28111;2009-01-28;37;Manager;Marié;Primaire;No;4721;No;No;Fixe;46;1;-1;0;;Refus
28112;2009-01-28;48;Technicien;Marié;Secondaire;No;0;No;No;Portable;0;4;-1;0;;Absent
28113;2009-01-28;29;Chomeur;Célibataire;Primaire;No;1027;No;No;Portable;451;3;-1;0;;Suppression
28114;2009-01-28;42;Services;Marié;;No;177;No;No;Fixe;0;4;-1;0;;Absent
28115;2009-01-28;31;Services;Célibataire;Secondaire;No;374;No;No;Fixe;0;4;-1;0;;Absent
28116;2009-01-28;37;Manager;Célibataire;Tertiaire;No;695;No;No;Portable;233;1;-1;0;;Refus
28117;2009-01-28;123;;Marié;Secondaire;No;438;No;No;Portable;412;5;-1;0;;Refus
28118;2009-01-28;35;Etudiant;Célibataire;;No;0;No;No;Fixe;122;3;-1;0;;Refus
28119;2009-01-28;43;Manager;Marié;Tertiaire;No;182;No;No;Portable;0;1;-1;0;;Absent
28120;2009-01-28;30;Technicien;Célibataire;Secondaire;No;486;No;No;Portable;335;3;-1;0;;Suppression
28121;2009-01-28;38;Manager;Célibataire;Tertiaire;No;2346;Yes;No;Portable;0;1;-1;0;;Absent
28122;2009-01-28;43;Manager;Marié;;No;595;No;No;Fixe;0;1;-1;0;;Absent
28123;2009-01-29;27;Etudiant;Célibataire;Secondaire;No;0;No;Yes;Fixe;125;1;-1;0;;Refus
28124;2009-01-29;49;Manager;Divorcé;Tertiaire;No;557;Yes;No;Portable;145;1;223;5;Echec;Refus
28125;2009-01-29;31;Manager;Célibataire;Tertiaire;No;86;No;No;Portable;0;1;170;4;Echec;Absent
28126;2009-01-29;32;Manager;Célibataire;Tertiaire;No;4638;No;No;Portable;180;1;-1;0;;Refus
28127;2009-01-29;30;Manager;Marié;Tertiaire;No;370;No;No;Portable;0;1;246;1;Autre;Absent
28128;2009-01-29;26;Etudiant;Marié;Secondaire;No;289;No;No;Portable;0;1;-1;0;;Absent
28129;2009-01-29;26;Etudiant;Célibataire;Secondaire;No;782;No;No;Portable;297;1;-1;0;;Suppression
28130;2009-01-29;34;Col bleu;Marié;Secondaire;No;1988;Yes;No;Fixe;0;1;266;2;Echec;Absent
28131;2009-01-29;26;Technicien;Célibataire;Secondaire;No;206;No;No;Portable;89;1;-1;0;;Refus
28132;2009-01-29;57;Admin;Marié;Secondaire;No;1504;Yes;No;Portable;0;1;245;2;Echec;Absent
28133;2009-01-29;40;Technicien;Marié;Secondaire;No;232;No;No;Portable;366;1;-1;0;;Refus
28134;2009-01-29;33;Employé de ménage;Célibataire;Secondaire;No;118;No;No;Portable;159;1;-1;0;;Refus
28135;2009-01-29;30;Services;Divorcé;Secondaire;No;0;No;No;Portable;89;1;-1;0;;Refus
28136;2009-01-29;33;Services;Marié;Secondaire;No;360;Yes;No;Portable;103;1;185;13;Autre;Suppression
28137;2009-01-29;33;Services;Célibataire;Secondaire;No;459;Yes;No;Portable;241;1;266;2;Echec;Suppression
28138;2009-01-29;34;Admin;Célibataire;Secondaire;No;407;No;No;Portable;0;1;-1;0;;Absent
28139;2009-01-29;35;Technicien;Marié;Secondaire;No;-259;Yes;No;Portable;381;1;247;2;Echec;Refus
28140;2009-01-29;60;Technicien;Marié;Secondaire;No;2041;No;No;Fixe;123;1;185;7;Echec;Refus
28141;2009-01-29;29;Col bleu;Célibataire;Secondaire;No;1296;Yes;Yes;Portable;275;1;240;1;Autre;Refus
28142;2009-01-29;32;Col bleu;Marié;Secondaire;No;257;Yes;Yes;Portable;74;1;239;1;Autre;Refus
28143;2009-01-29;43;Technicien;Marié;Secondaire;No;373;No;No;Fixe;0;1;-1;0;;Absent
28144;2009-01-29;55;Technicien;Marié;Secondaire;No;955;Yes;No;Portable;104;1;-1;0;;En Attente
28145;2009-01-29;33;Admin;Célibataire;Secondaire;No;13;Yes;No;Portable;111;1;247;2;Echec;Refus
28146;2009-01-29;59;Retraité;Marié;Primaire;No;-411;No;No;Portable;0;1;-1;0;;Absent
28147;2009-01-29;31;Col bleu;Marié;Secondaire;No;92;Yes;No;Fixe;23;1;-1;0;;Refus
28148;2009-01-29;53;Services;Marié;;No;164;No;No;Portable;0;1;-1;0;;Absent
28149;2009-01-29;32;Technicien  ;Marié;Tertiaire;No;0;Yes;Yes;Portable;223;1;261;2;Echec;Refus
28150;2009-01-29;46;Col bleu;Marié;Secondaire;No;120;Yes;Yes;Portable;0;1;259;3;Echec;Absent
28151;2009-01-29;29;Admin;Divorcé;Secondaire;No;2;No;Yes;Portable;0;1;-1;0;;Absent
28152;2009-01-29;36;Services;Divorcé;Secondaire;No;532;Yes;No;Portable;391;1;241;1;Echec;Refus
28153;2009-01-29;36;Technicien;Marié;Tertiaire;No;-290;Yes;Yes;Portable;150;1;189;3;Echec;Suppression
28154;2009-01-29;26;Technicien;Célibataire;Secondaire;No;152;No;Yes;Portable;0;1;-1;0;;Absent
28155;2009-01-29;28;Chomeur;Célibataire;Tertiaire;No;1638;No;No;Portable;238;1;-1;0;;Refus
28156;2009-01-29;35;Employé de ménage;Marié;Tertiaire;No;2880;No;No;Portable;0;1;-1;0;;Absent
28157;2009-01-29;37;Chomeur;Marié;Secondaire;No;4769;No;No;Portable;124;1;-1;0;;Refus
28158;2009-01-29;34;Admin;Célibataire;Secondaire;No;673;Yes;No;Portable;89;1;260;2;Echec;Refus
28159;2009-01-29;37;Chomeur;Marié;Secondaire;No;86;No;No;Portable;1424;1;-1;0;;Refus
28160;2009-01-29;39;Admin;Marié;Secondaire;No;272;Yes;Yes;Portable;199;1;234;2;Echec;Refus
28161;2009-01-29;35;Chomeur;Célibataire;Secondaire;No;221;No;No;Portable;374;1;-1;0;;Refus
28162;2009-01-29;48;Services;Célibataire;Secondaire;No;133;Yes;Yes;Portable;0;1;197;1;Echec;Absent
28163;2009-01-29;31;Admin;Célibataire;Secondaire;No;50;No;No;Portable;0;1;-1;0;;Absent
28164;2009-01-29;123;Etudiant;;Secondaire;No;336;No;;Portable;67;1;-1;0;;Refus
28165;2009-01-29;34;Manager;Marié;Tertiaire;No;557;Yes;No;Portable;0;1;197;1;Echec;Absent
28166;2009-01-29;36;Manager;Divorcé;Tertiaire;No;36;Yes;No;Portable;227;1;261;6;Echec;Refus
28167;2009-01-29;36;Entrepreuneur;Marié;Secondaire;No;313;Yes;No;Portable;167;2;198;1;Echec;Refus
28168;2009-01-29;47;Manager;Marié;Tertiaire;No;1425;No;No;Portable;113;1;-1;0;;Suppression
28169;2009-01-29;60;Retraité;Divorcé;Primaire;No;-79;Yes;Yes;Portable;192;1;-1;0;;Refus
28170;2009-01-29;123;Admin;;Secondaire;No;498;Yes;;Portable;151;1;253;1;Echec;Refus
28171;2009-01-29;27;Indépendant;Célibataire;Secondaire;No;50;No;No;Portable;168;1;-1;0;;Refus
28172;2009-01-29;36;Technicien;Marié;Secondaire;No;319;Yes;No;Portable;29;1;266;1;Echec;En Attente
28173;2009-01-29;46;Col bleu;Marié;Secondaire;No;521;Yes;No;Portable;0;1;226;3;Echec;Absent
28174;2009-01-29;123;Retraité;;Secondaire;No;427;No;;Portable;246;1;-1;0;;Suppression
28175;2009-01-29;32;Manager;Célibataire;Tertiaire;No;223;No;No;Portable;365;1;-1;0;;Refus
28176;2009-01-29;42;Manager;Divorcé;Tertiaire;No;-259;No;Yes;Portable;149;1;-1;0;;Refus
28177;2009-01-29;45;Manager;Divorcé;Tertiaire;No;-90;Yes;No;Portable;0;1;192;1;Echec;Absent
28178;2009-01-29;47;Col bleu;Marié;Secondaire;No;676;Yes;No;Portable;0;1;184;4;Autre;Absent
28179;2009-01-29;35;Technicien;Marié;Secondaire;No;149;Yes;No;Portable;99;1;245;2;Echec;Refus
28180;2009-01-29;49;Indépendant;Marié;Secondaire;No;-199;Yes;Yes;Portable;385;1;-1;0;;Refus
28181;2009-01-29;32;Services;Marié;Secondaire;No;268;No;No;Portable;0;1;-1;0;;Absent
28182;2009-01-29;123;Technicien;;Secondaire;No;478;No;;Portable;139;1;171;5;Echec;Suppression
28183;2009-01-29;37;Col bleu;Marié;Primaire;No;345;Yes;No;Portable;0;1;188;2;Echec;Absent
28184;2009-01-29;26;Technicien;Célibataire;Secondaire;No;455;No;No;Portable;240;1;182;8;Autre;Refus
28185;2009-01-29;33;Manager;Divorcé;Tertiaire;No;893;Yes;No;Portable;259;1;259;9;Echec;Suppression
28186;2009-01-29;50;Manager;Célibataire;Tertiaire;No;567;Yes;No;Portable;50;1;258;8;Echec;Refus
28187;2009-01-29;46;Entrepreuneur;Marié;Secondaire;No;294;Yes;No;Portable;0;1;196;1;Echec;Absent
28188;2009-01-29;59;Manager;Marié;Tertiaire;No;1857;No;No;Portable;386;1;168;4;Echec;Refus
28189;2009-01-29;27;Etudiant;Célibataire;Secondaire;No;980;No;No;Portable;503;1;-1;0;;Suppression
28190;2009-01-29;32;Services;Célibataire;Secondaire;No;486;No;No;Portable;1181;1;-1;0;;Souscrit
28191;2009-01-29;30;Manager;Célibataire;Tertiaire;No;1422;Yes;Yes;Portable;0;1;223;27;Echec;Absent
28192;2009-01-29;35;Manager;Célibataire;;No;343;No;No;Portable;45;2;-1;0;;Refus
28193;2009-01-29;27;Indépendant;Marié;Secondaire;Yes;254;Yes;Yes;Portable;0;1;188;1;Echec;Absent
28194;2009-01-29;47;Retraité;Divorcé;Secondaire;No;47;No;No;Portable;0;1;-1;0;;Absent
28195;2009-01-29;39;Manager;Divorcé;Tertiaire;No;547;Yes;No;Portable;317;2;260;4;Echec;Refus
28196;2009-01-29;41;Manager;Marié;Tertiaire;No;-412;Yes;No;Portable;85;1;195;5;Autre;Refus
28197;2009-01-29;47;Col bleu;Marié;Secondaire;No;1125;Yes;No;Portable;1101;1;-1;0;;Souscrit
28198;2009-01-29;53;Col bleu;Marié;Secondaire;No;-76;No;No;Portable;173;1;164;4;Autre;Refus
28199;2009-01-29;29;Chomeur  ;Célibataire;Secondaire;No;323;No;No;Portable;0;1;-1;0;;Absent
28200;2009-01-29;59;Technicien;Divorcé;Secondaire;No;-296;No;Yes;Portable;34;1;-1;0;;Refus
28201;2009-01-29;26;Technicien;Célibataire;Tertiaire;No;252;Yes;No;Portable;0;1;-1;0;;Absent
28202;2009-01-29;37;Services;Célibataire;Secondaire;No;594;Yes;No;Portable;359;1;-1;0;;Refus
28203;2009-01-29;32;Chomeur;Marié;Secondaire;No;262;No;No;Portable;203;1;-1;0;;Refus
28204;2009-01-29;54;Admin;Marié;Secondaire;No;0;Yes;No;Portable;46;1;-1;0;;Refus
28205;2009-01-29;51;Manager   ;Célibataire;Tertiaire;No;0;Yes;No;Fixe;121;1;244;2;Echec;Refus
28206;2009-01-29;29;Indépendant;Célibataire;Tertiaire;No;415;No;No;Portable;122;1;-1;0;;Refus
28207;2009-01-29;28;Admin;Marié;Secondaire;No;629;Yes;No;Portable;107;1;245;2;Autre;Refus
28208;2009-01-29;59;Col bleu;Marié;Secondaire;No;176;No;No;Portable;117;1;-1;0;;Refus
28209;2009-01-29;29;Entrepreuneur;Célibataire;Primaire;No;97;Yes;No;Portable;200;1;-1;0;;Refus
28210;2009-01-29;123;Admin ;;;No;350;Yes;;Portable;0;1;-1;0;;Absent
28211;2009-01-29;53;Retraité;Marié;Tertiaire;No;1770;No;No;Portable;0;1;-1;0;;Absent
28212;2009-01-29;49;Col bleu;Marié;Primaire;No;399;No;No;Portable;679;1;-1;0;;Refus
28213;2009-01-29;59;Manager;Marié;Secondaire;No;1245;No;No;Portable;285;1;-1;0;;Suppression
28214;2009-01-29;31;Manager;Célibataire;Tertiaire;No;1120;Yes;No;Portable;217;2;239;1;Autre;Refus
28215;2009-01-29;33;Technicien;Marié;Secondaire;No;22;No;No;Portable;127;1;-1;0;;Refus
28216;2009-01-29;48;Services;Marié;Primaire;No;717;No;No;Portable;450;1;-1;0;;Refus
28217;2009-01-29;41;Admin;Célibataire;Secondaire;No;1322;Yes;No;Portable;0;1;266;1;Echec;Absent
28218;2009-01-29;27;Admin;Célibataire;Tertiaire;No;73;No;No;Portable;242;1;-1;0;;Refus
28219;2009-01-29;35;Admin;Célibataire;Secondaire;No;111;Yes;No;Portable;55;1;195;3;Echec;Refus
28220;2009-01-29;53;Col bleu;Marié;Primaire;Yes;-462;No;No;Portable;470;1;-1;0;;Souscrit
28221;2009-01-29;53;Technicien;Divorcé;Secondaire;No;388;Yes;Yes;Portable;67;1;247;1;Echec;Suppression
28222;2009-01-29;34;Manager;Marié;Tertiaire;No;498;Yes;No;Portable;0;1;251;2;Echec;Absent
28223;2009-01-29;55;Technicien;Marié;Secondaire;No;273;Yes;No;Portable;84;3;183;3;Echec;Refus
28224;2009-01-29;37;Manager;Marié;Tertiaire;No;1330;Yes;No;Portable;41;2;261;1;Echec;Refus
28225;2009-01-29;40;Admin;Célibataire;Secondaire;No;956;Yes;No;Portable;83;1;-1;0;;Refus
28226;2009-01-29;28;Admin;Marié;Secondaire;No;-97;Yes;No;Portable;0;1;225;2;Succes;Absent
28227;2009-01-29;31;Admin;Célibataire;Secondaire;No;547;Yes;No;Portable;272;1;-1;0;;Refus
28228;2009-01-29;42;Col bleu;Divorcé;Primaire;No;299;Yes;No;Portable;305;2;261;2;Echec;Refus
28229;2009-01-29;31;Manager   ;Célibataire;Tertiaire;No;1073;Yes;No;Fixe;0;1;-1;0;;Absent
28230;2009-01-29;32;Technicien;Célibataire;Secondaire;No;283;Yes;No;Portable;0;1;-1;0;;Absent
28231;2009-01-29;41;Manager;Marié;Tertiaire;No;2665;Yes;No;Portable;112;1;183;10;Autre;Suppression
28232;2009-01-29;31;Technicien;Célibataire;Tertiaire;No;424;No;No;Portable;0;1;161;2;Echec;Absent
28233;2009-01-29;123;Retraité;Divorcé;Tertiaire ;No;294;Yes;;Portable;89;1;-1;0;;Suppression
28234;2009-01-29;45;Manager;Célibataire;Primaire;No;707;Yes;No;Portable;78;1;-1;0;;Refus
28235;2009-01-29;27;Manager;Célibataire;Tertiaire;No;791;No;No;Portable;620;1;-1;0;;Refus
28236;2009-01-29;31;Manager;Marié;Tertiaire;No;732;Yes;No;Portable;0;1;241;1;Echec;Absent
28237;2009-01-29;29;Chomeur  ;Célibataire;Primaire;No;550;No;No;Portable;801;1;-1;0;;Souscrit
28238;2009-01-29;38;Entrepreuneur;Célibataire;Tertiaire;No;-274;Yes;Yes;Portable;103;1;247;2;Echec;Refus
28239;2009-01-29;32;Technicien;Célibataire;Secondaire;No;540;No;Yes;Portable;750;1;-1;0;;Souscrit
28240;2009-01-29;48;Services;Marié;Primaire;No;1496;Yes;No;Fixe;284;2;258;2;Echec;Refus
28241;2009-01-29;55;Retraité;Marié;Secondaire;No;0;No;No;Portable;636;1;-1;0;;Refus
28242;2009-01-29;29;Col bleu;Célibataire;Tertiaire;No;251;No;No;Portable;212;1;-1;0;;Refus
28243;2009-01-29;26;Col bleu;Célibataire;Primaire;No;941;No;No;Portable;1165;1;-1;0;;Souscrit
28244;2009-01-29;37;Chomeur;Célibataire;Secondaire;No;443;No;No;Portable;1600;1;-1;0;;Souscrit
28245;2009-01-29;52;Chomeur;Marié;Primaire;No;1724;No;No;Portable;0;1;-1;0;;Absent
28246;2009-01-29;58;Manager;Divorcé;Secondaire;No;44;Yes;No;Portable;147;1;195;1;Autre;Refus
28247;2009-01-29;26;Chomeur;Marié;Primaire;No;205;No;No;Portable;0;1;-1;0;;Absent
28248;2009-01-29;57;Chomeur  ;Marié;Primaire;No;2743;No;No;Portable;0;1;-1;0;;Absent
28249;2009-01-29;39;Col bleu;Célibataire;Tertiaire;No;263;Yes;No;Portable;160;1;199;6;Echec;Suppression
28250;2009-01-29;34;Manager;Marié;Tertiaire;No;303;Yes;No;Portable;50;1;195;2;Echec;En Attente
28251;2009-01-29;32;Manager;Célibataire;Tertiaire;Yes;4;No;No;Portable;181;1;-1;0;;Refus
28252;2009-01-29;35;Manager;Célibataire;Tertiaire;No;474;Yes;Yes;Portable;372;1;-1;0;;Refus
28253;2009-01-29;36;Manager;Célibataire;Tertiaire;No;-155;Yes;No;Portable;94;1;-1;0;;Refus
28254;2009-01-29;35;Manager;Célibataire;Secondaire;No;81;Yes;No;Portable;0;1;-1;0;;Absent
28255;2009-01-29;30;Services;Célibataire;Secondaire;No;-386;Yes;No;Portable;196;1;237;2;Autre;Refus
28256;2009-01-29;30;Admin ;Célibataire;Secondaire;No;19;No;No;Portable;0;1;-1;0;;Absent
28257;2009-01-29;30;Col bleu;Célibataire;Secondaire;No;783;No;Yes;Portable;197;1;-1;0;;En Attente
28258;2009-01-29;53;Manager;Marié;Tertiaire;No;232;Yes;No;Fixe;0;1;-1;0;;Absent
28259;2009-01-29;35;Services;Marié;Secondaire;No;1385;Yes;No;Portable;331;1;-1;0;;Refus
